,AmendmentID,Date,OfficialMEPID,MEPName,MemberState,EPGroup,NationalParty
14219,894861,2019-12-05,125020,Paul TANG,Netherlands,S&D,Labour Party
14220,892193,2019-12-05,96730,Sven GIEGOLD,Germany,Greens/EFA,The Greens
14221,894952,2019-12-05,96730,Sven GIEGOLD,Germany,Greens/EFA,The Greens
14222,892303,2019-12-05,96730,Sven GIEGOLD,Germany,Greens/EFA,The Greens
14223,894324,2019-12-05,1917,Markus FERBER,Germany,EPP,Christian Social Union in Bavaria
14224,893915,2019-12-05,125020,Paul TANG,Netherlands,S&D,Labour Party
14225,884596,2019-12-05,96730,Sven GIEGOLD,Germany,Greens/EFA,The Greens
14226,893843,2019-12-05,1917,Markus FERBER,Germany,EPP,Christian Social Union in Bavaria
14227,893970,2019-12-05,1917,Markus FERBER,Germany,EPP,Christian Social Union in Bavaria
14228,883941,2019-12-05,96730,Sven GIEGOLD,Germany,Greens/EFA,The Greens
14229,889891,2019-12-05,1917,Markus FERBER,Germany,EPP,Christian Social Union in Bavaria
14230,880102,2019-12-05,96730,Sven GIEGOLD,Germany,Greens/EFA,The Greens
14231,885498,2019-12-05,125020,Paul TANG,Netherlands,S&D,Labour Party
14232,880744,2019-12-05,125020,Paul TANG,Netherlands,S&D,Labour Party
14233,880744,2019-12-05,96730,Sven GIEGOLD,Germany,Greens/EFA,The Greens
14234,880744,2019-12-05,197554,Luis GARICANO,Spain,RE,Citizens - Party of the Citizenry
14235,880744,2019-12-05,125046,Jonás FERNÁNDEZ,Spain,S&D,Spanish Socialist Workers' Party
14236,880744,2019-12-05,88715,José GUSMÃO,Portugal,GUE/NGL,Left Bloc
14237,889911,2019-12-05,124781,Alfred SANT,Malta,S&D,Labour Party
14238,885517,2019-12-05,96730,Sven GIEGOLD,Germany,Greens/EFA,The Greens
14239,889960,2019-12-05,96730,Sven GIEGOLD,Germany,Greens/EFA,The Greens
14240,880839,2019-12-05,1917,Markus FERBER,Germany,EPP,Christian Social Union in Bavaria
14241,886365,2019-12-05,1917,Markus FERBER,Germany,EPP,Christian Social Union in Bavaria
14242,886435,2019-12-05,125020,Paul TANG,Netherlands,S&D,Labour Party
14243,886435,2019-12-05,197554,Luis GARICANO,Spain,RE,Citizens - Party of the Citizenry
14244,890467,2019-12-05,125020,Paul TANG,Netherlands,S&D,Labour Party
14245,881513,2019-12-05,96730,Sven GIEGOLD,Germany,Greens/EFA,The Greens
14246,888215,2019-12-05,96730,Sven GIEGOLD,Germany,Greens/EFA,The Greens
14247,892497,2019-12-05,1917,Markus FERBER,Germany,EPP,Christian Social Union in Bavaria
14248,895214,2019-12-05,96730,Sven GIEGOLD,Germany,Greens/EFA,The Greens
14249,893818,2019-12-05,96730,Sven GIEGOLD,Germany,Greens/EFA,The Greens
14250,891579,2019-12-05,125020,Paul TANG,Netherlands,S&D,Labour Party
14251,894829,2019-12-05,96730,Sven GIEGOLD,Germany,Greens/EFA,The Greens
14252,893439,2019-12-05,125020,Paul TANG,Netherlands,S&D,Labour Party
14253,893439,2019-12-05,197554,Luis GARICANO,Spain,RE,Citizens - Party of the Citizenry
14254,893439,2019-12-05,125046,Jonás FERNÁNDEZ,Spain,S&D,Spanish Socialist Workers' Party
14255,893439,2019-12-05,88715,José GUSMÃO,Portugal,GUE/NGL,Left Bloc
14256,895190,2019-12-05,125020,Paul TANG,Netherlands,S&D,Labour Party
14257,895190,2019-12-05,197554,Luis GARICANO,Spain,RE,Citizens - Party of the Citizenry
14258,895190,2019-12-05,125046,Jonás FERNÁNDEZ,Spain,S&D,Spanish Socialist Workers' Party
14259,895190,2019-12-05,88715,José GUSMÃO,Portugal,GUE/NGL,Left Bloc
14260,892264,2019-12-05,96730,Sven GIEGOLD,Germany,Greens/EFA,The Greens
14261,894837,2019-12-05,96730,Sven GIEGOLD,Germany,Greens/EFA,The Greens
14262,891242,2019-12-05,125020,Paul TANG,Netherlands,S&D,Labour Party
14263,891624,2019-12-05,125020,Paul TANG,Netherlands,S&D,Labour Party
14264,892349,2019-12-06,96978,Nuno MELO,Portugal,EPP,CDS - People's Party
14265,895385,2019-12-06,96978,Nuno MELO,Portugal,EPP,CDS - People's Party
