,AmendmentID,Date,OfficialMEPID,MEPName,MemberState,EPGroup,NationalParty
18151,888770,2020-01-07,124986,Matt CARTHY,Ireland,GUE/NGL,Sinn FÃ©in
18152,888896,2020-01-07,124986,Matt CARTHY,Ireland,GUE/NGL,Sinn FÃ©in
18153,888896,2020-01-07,28586,Dimitrios PAPADIMOULIS,Greece,GUE/NGL,Coalition of the Radical Left
18154,895175,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18155,892698,2020-01-07,96998,Evelyn REGNER,Austria,S&D,Social Democratic Party of Austria
18156,892698,2020-01-07,124837,Joachim SCHUSTER,Germany,S&D,Social Democratic Party of Germany
18157,884375,2020-01-07,197430,Engin EROGLU,Germany,RE,Free Voters
18158,884375,2020-01-07,197463,Olivier CHASTEL,Belgium,RE,Reformist Movement
18159,884375,2020-01-07,197554,Luis GARICANO,Spain,RE,Citizens - Party of the Citizenry
18160,884375,2020-01-07,197418,Monica SEMEDO,Luxembourg,RE,Democratic Party
18161,896456,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18162,888342,2020-01-07,124986,Matt CARTHY,Ireland,GUE/NGL,Sinn FÃ©in
18163,888342,2020-01-07,28586,Dimitrios PAPADIMOULIS,Greece,GUE/NGL,Coalition of the Radical Left
18164,883979,2020-01-07,197430,Engin EROGLU,Germany,RE,Free Voters
18165,883979,2020-01-07,197463,Olivier CHASTEL,Belgium,RE,Reformist Movement
18166,883979,2020-01-07,197554,Luis GARICANO,Spain,RE,Citizens - Party of the Citizenry
18167,883979,2020-01-07,197418,Monica SEMEDO,Luxembourg,RE,Democratic Party
18168,891405,2020-01-07,28586,Dimitrios PAPADIMOULIS,Greece,GUE/NGL,Coalition of the Radical Left
18169,891405,2020-01-07,124986,Matt CARTHY,Ireland,GUE/NGL,Sinn FÃ©in
18170,889714,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18171,885276,2020-01-07,96779,Danuta Maria HÜBNER,Poland,EPP,Civic Platform
18172,880587,2020-01-07,28586,Dimitrios PAPADIMOULIS,Greece,GUE/NGL,Coalition of the Radical Left
18173,880587,2020-01-07,124986,Matt CARTHY,Ireland,GUE/NGL,Sinn FÃ©in
18174,892432,2020-01-07,197720,Frances FITZGERALD,Ireland,EPP,Fine Gael
18175,885032,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18176,884466,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18177,894756,2020-01-07,124780,Marco ZANNI,Italy,ID,League
18178,894756,2020-01-07,197822,Francesca DONATO,Italy,ID,League
18179,894756,2020-01-07,197799,Valentino GRANT,Italy,ID,League
18180,894756,2020-01-07,197787,Antonio Maria RINALDI,Italy,ID,League
18181,883189,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18182,880685,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18183,895022,2020-01-07,124986,Matt CARTHY,Ireland,GUE/NGL,Sinn FÃ©in
18184,886001,2020-01-07,124986,Matt CARTHY,Ireland,GUE/NGL,Sinn FÃ©in
18185,886001,2020-01-07,28586,Dimitrios PAPADIMOULIS,Greece,GUE/NGL,Coalition of the Radical Left
18186,885854,2020-01-07,124844,Piernicola PEDICINI,Italy,NI,Five Star Movement
18187,885854,2020-01-07,124812,Fabio Massimo CASTALDO,Italy,NI,Five Star Movement
18188,889580,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18189,893365,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18190,895233,2020-01-07,124844,Piernicola PEDICINI,Italy,NI,Five Star Movement
18191,895233,2020-01-07,124812,Fabio Massimo CASTALDO,Italy,NI,Five Star Movement
18192,880523,2020-01-07,197430,Engin EROGLU,Germany,RE,Free Voters
18193,880523,2020-01-07,197463,Olivier CHASTEL,Belgium,RE,Reformist Movement
18194,880523,2020-01-07,197554,Luis GARICANO,Spain,RE,Citizens - Party of the Citizenry
18195,880523,2020-01-07,197418,Monica SEMEDO,Luxembourg,RE,Democratic Party
18196,880714,2020-01-07,28586,Dimitrios PAPADIMOULIS,Greece,GUE/NGL,Coalition of the Radical Left
18197,880714,2020-01-07,124986,Matt CARTHY,Ireland,GUE/NGL,Sinn FÃ©in
18198,893919,2020-01-07,28586,Dimitrios PAPADIMOULIS,Greece,GUE/NGL,Coalition of the Radical Left
18199,893919,2020-01-07,124986,Matt CARTHY,Ireland,GUE/NGL,Sinn FÃ©in
18200,887501,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18201,885322,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18202,892126,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18203,881437,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18204,887555,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18205,888502,2020-01-07,124986,Matt CARTHY,Ireland,GUE/NGL,Sinn FÃ©in
18206,888502,2020-01-07,28586,Dimitrios PAPADIMOULIS,Greece,GUE/NGL,Coalition of the Radical Left
18207,880447,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18208,893350,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18209,882658,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18210,883137,2020-01-07,124986,Matt CARTHY,Ireland,GUE/NGL,Sinn FÃ©in
18211,892518,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18212,880502,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18213,891269,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18214,879845,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18215,884117,2020-01-07,197581,Stéphanie YON-COURTIN,France,RE,The Republic Forward
18216,886718,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18217,884467,2020-01-07,124986,Matt CARTHY,Ireland,GUE/NGL,Sinn FÃ©in
18218,884467,2020-01-07,28586,Dimitrios PAPADIMOULIS,Greece,GUE/NGL,Coalition of the Radical Left
18219,883259,2020-01-07,197581,Stéphanie YON-COURTIN,France,RE,The Republic Forward
18220,880280,2020-01-07,96779,Danuta Maria HÜBNER,Poland,EPP,Civic Platform
18221,890592,2020-01-07,197430,Engin EROGLU,Germany,RE,Free Voters
18222,890592,2020-01-07,197554,Luis GARICANO,Spain,RE,Citizens - Party of the Citizenry
18223,890592,2020-01-07,197418,Monica SEMEDO,Luxembourg,RE,Democratic Party
18224,894234,2020-01-07,124986,Matt CARTHY,Ireland,GUE/NGL,Sinn FÃ©in
18225,894234,2020-01-07,28586,Dimitrios PAPADIMOULIS,Greece,GUE/NGL,Coalition of the Radical Left
18226,895770,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18227,884402,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18228,885743,2020-01-07,197430,Engin EROGLU,Germany,RE,Free Voters
18229,885743,2020-01-07,197463,Olivier CHASTEL,Belgium,RE,Reformist Movement
18230,885743,2020-01-07,197554,Luis GARICANO,Spain,RE,Citizens - Party of the Citizenry
18231,885743,2020-01-07,197418,Monica SEMEDO,Luxembourg,RE,Democratic Party
18232,881500,2020-01-07,124780,Marco ZANNI,Italy,ID,League
18233,881500,2020-01-07,197822,Francesca DONATO,Italy,ID,League
18234,881500,2020-01-07,197799,Valentino GRANT,Italy,ID,League
18235,881500,2020-01-07,197787,Antonio Maria RINALDI,Italy,ID,League
18236,888457,2020-01-07,124780,Marco ZANNI,Italy,ID,League
18237,888457,2020-01-07,197822,Francesca DONATO,Italy,ID,League
18238,888457,2020-01-07,197799,Valentino GRANT,Italy,ID,League
18239,888457,2020-01-07,197787,Antonio Maria RINALDI,Italy,ID,League
18240,881416,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18241,894295,2020-01-07,28586,Dimitrios PAPADIMOULIS,Greece,GUE/NGL,Coalition of the Radical Left
18242,894295,2020-01-07,124986,Matt CARTHY,Ireland,GUE/NGL,Sinn FÃ©in
18243,891192,2020-01-07,96779,Danuta Maria HÜBNER,Poland,EPP,Civic Platform
18244,881492,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18245,891549,2020-01-07,197430,Engin EROGLU,Germany,RE,Free Voters
18246,891549,2020-01-07,197554,Luis GARICANO,Spain,RE,Citizens - Party of the Citizenry
18247,891549,2020-01-07,197418,Monica SEMEDO,Luxembourg,RE,Democratic Party
18248,885914,2020-01-07,124972,Ernest URTASUN,Spain,Greens/EFA,Comuns
18249,889463,2020-01-07,124780,Marco ZANNI,Italy,ID,League
18250,889463,2020-01-07,197822,Francesca DONATO,Italy,ID,League
18251,889463,2020-01-07,197799,Valentino GRANT,Italy,ID,League
